ngram,PMI,token
celebrities react to,15.778439482395035,celebrities_react_to
at golden globes,15.772500754043401,at_golden_globes
rock and roll,15.766031783694535,rock_and_roll
we ve been,15.760832351803472,we_ve_been
don t forget,15.75591337767086,don_t_forget
victoria s secret,15.748391125752507,victoria_s_secret
best beauty list,15.742193277460869,best_beauty_list
jessica simpson s,15.736842052775495,jessica_simpson_s
and jimmy fallon,15.735614966524224,and_jimmy_fallon
brief history of,15.7351420156009,brief_history_of
walking dead star,15.705911510058266,walking_dead_star
with jimmy fallon,15.699227731835885,with_jimmy_fallon
things i learned,15.67709289838293,things_i_learned
tweets from women,15.639849902882025,tweets_from_women
won t tell,15.63805263587332,won_t_tell
year old son,15.636634687425804,year_old_son
informants a week,15.628842798111288,informants_a_week
game of thrones,15.598420273614426,game_of_thrones
when it comes,15.596753817721806,when_it_comes
week in ouch,15.583285132353199,week_in_ouch
we ve ever,15.570634955334894,we_ve_ever
for st patrick,15.562476993223967,for_st_patrick
food informants a,15.541379956860947,food_informants_a
explains why she,15.539704482032207,explains_why_she
could have been,15.535955761294375,could_have_been
50 shades of,15.513098848655195,50_shades_of
year old daughter,15.508076447030033,year_old_daughter
house of cards,15.484108197911846,house_of_cards
pays tribute to,15.476860032899475,pays_tribute_to
the nba finals,15.461456029282713,the_nba_finals
lively and ryan,15.447183081739139,lively_and_ryan
violence against women,15.429398551283539,violence_against_women
you ve been,15.418207101092413,you_ve_been
like this anymore,15.406831681929027,like_this_anymore
on saturday night,15.389764775884213,on_saturday_night
behind the scenes,15.359866394502873,behind_the_scenes
be scared it,15.35301270854194,be_scared_it
down dirty with,15.346537213458578,down_dirty_with
in las vegas,15.328843137925222,in_las_vegas
katy perry s,15.325581244242134,katy_perry_s
12 year old,15.311933924851413,12_year_old
you ve never,15.306762238695393,you_ve_never
in san francisco,15.298136886740599,in_san_francisco
chrissy teigen and,15.291485504736354,chrissy_teigen_and
t be scared,15.26008253908968,t_be_scared
dwayne the rock,15.259678065414528,dwayne_the_rock
doesn t think,15.233338080756129,doesn_t_think
15 year old,15.207312962140705,15_year_old
lady gaga s,15.206430095793333,lady_gaga_s
i am not,15.204553733163516,i_am_not
never heard of,15.186112567091156,never_heard_of
the middle east,15.174174077202242,the_middle_east
13 year old,15.142008923409096,13_year_old
the united states,15.14026414938414,the_united_states
doesn t want,15.13594131796155,doesn_t_want
9 year old,15.11776137716242,9_year_old
jay z s,15.116110844306641,jay_z_s
signs you re,15.110540453595185,signs_you_re
david bowie s,15.080896644627352,david_bowie_s
you probably didn,15.055693969821508,you_probably_didn
new york fashion,15.016120354788024,new_york_fashion
the golden globes,14.976537754951366,the_golden_globes
kendall and kylie,14.972697117379552,kendall_and_kylie
the 20 funniest,14.941513320411966,the_20_funniest
in practice around,14.938109001918342,in_practice_around
the last jedi,14.916376319734594,the_last_jedi
don t want,14.900017859160434,don_t_want
can learn from,14.897976076053581,can_learn_from
mistakes to avoid,14.88785927130413,mistakes_to_avoid
jimmy fallon and,14.88761805996927,jimmy_fallon_and
happens when you,14.839416820714645,happens_when_you
everything you need,14.83507842304525,everything_you_need
than you thought,14.824822096889909,than_you_thought
why i m,14.809490142881778,why_i_m
open letter to,14.775165914885893,open_letter_to
don t tell,14.766659759134855,don_t_tell
in apple rumors,14.765265565191436,in_apple_rumors
touching tribute to,14.762614515233347,touching_tribute_to
4 year old,14.751633478364525,4_year_old
the hunger games,14.740182514603347,the_hunger_games
you ll ever,14.726470272202242,you_ll_ever
and ryan reynolds,14.701500270471824,and_ryan_reynolds
i m not,14.682407340628956,i_m_not
8 year old,14.678877135929211,8_year_old
about sexual assault,14.675739784913425,about_sexual_assault
speaks out about,14.6730506653239,speaks_out_about
of sexual misconduct,14.6716241946596,of_sexual_misconduct
t get enough,14.666124249029455,t_get_enough
3 year old,14.661247241907413,3_year_old
shouldn t be,14.65863191557996,shouldn_t_be
your next trip,14.644664653521225,your_next_trip
off the cuff,14.636390865211592,off_the_cuff
for hillary clinton,14.633175526431547,for_hillary_clinton
6 year old,14.615261036633234,6_year_old
prince harry and,14.584686605489075,prince_harry_and
my conversation with,14.579789922139726,my_conversation_with
amy schumer and,14.567092031694145,amy_schumer_and
at winter olympics,14.563542606832044,at_winter_olympics
gives birth to,14.560817738921427,gives_birth_to
things you didn,14.553479396360883,things_you_didn
dreaming of my,14.525663931179109,dreaming_of_my
11 things we,14.49317683007109,11_things_we
rest of us,14.372632911049399,rest_of_us
new york times,14.340831657176645,new_york_times
your next vacation,14.32324493769858,your_next_vacation
harvey weinstein s,14.299107958552256,harvey_weinstein_s
jimmy fallon s,14.298839010886534,jimmy_fallon_s
the dark side,14.284891794319474,the_dark_side
don t let,14.283160380535731,don_t_let
justin bieber s,14.2786781803014,justin_bieber_s
the amazing spider,14.266396721651306,the_amazing_spider
and john legend,14.258521517715248,and_john_legend
and james corden,14.246487733244773,and_james_corden
don t know,14.244374264930734,don_t_know
what it means,14.24363110123085,what_it_means
what i learned,14.230777556066036,what_i_learned
women this week,14.213232092064226,women_this_week
kendall jenner is,14.208447877078186,kendall_jenner_is
this holiday season,14.20521645048208,this_holiday_season
i learned from,14.194226891679303,i_learned_from
valentine s day,14.164283840522824,valentine_s_day
get away with,14.155101450563526,get_away_with
doesn t look,14.136764821061075,doesn_t_look
hillary clinton s,14.132858615253339,hillary_clinton_s
hit and run,14.125254986851775,hit_and_run
say goodbye to,14.125222067703188,say_goodbye_to
the gilmore girls,14.104704102562213,the_gilmore_girls
amy schumer s,14.103843864695266,amy_schumer_s
chrissy teigen s,14.095717648602461,chrissy_teigen_s
2 year old,14.083115234355528,2_year_old
box office with,14.074262494395244,box_office_with
james corden and,14.040036855777345,james_corden_and
kendall jenner and,14.019132690369835,kendall_jenner_and
kanye west s,14.004894533375914,kanye_west_s
man who killed,13.98429989219489,man_who_killed
doesn t have,13.966301744364838,doesn_t_have
teigen and john,13.953960554797971,teigen_and_john
doesn t know,13.948884691287432,doesn_t_know
practice around the,13.942848531095786,practice_around_the
that aren t,13.941822295991695,that_aren_t
the funniest tweets,13.940052363283687,the_funniest_tweets
arrested for allegedly,13.939571646652324,arrested_for_allegedly
week in pictures,13.936922086967895,week_in_pictures
of sexual harassment,13.920303307516331,of_sexual_harassment
save money on,13.902392718042908,save_money_on
year s eve,13.896886105646846,year_s_eve
you didn t,13.893038391054175,you_didn_t
the red carpet,13.892672922709643,the_red_carpet
accused of killing,13.88695838964885,accused_of_killing
wars the force,13.884667460007265,wars_the_force
as much as,13.88443054565845,as_much_as
the next level,13.884019610950215,the_next_level
if you re,13.883886005404573,if_you_re
an ode to,13.868722842707756,an_ode_to
recipes that ll,13.859512352242351,recipes_that_ll
be able to,13.830503993625983,be_able_to
and kylie jenner,13.82119331275793,and_kylie_jenner
kylie jenner s,13.814802820732524,kylie_jenner_s
in d c,13.812392599993567,in_d_c
under fire for,13.800300417465946,under_fire_for
gets real about,13.780989386337163,gets_real_about
you ll never,13.757319901138198,you_ll_never
the rock johnson,13.749483333095348,the_rock_johnson
we learned from,13.712306008010593,we_learned_from
on our cheap,13.710534295134645,on_our_cheap
you re going,13.681697154791305,you_re_going
of sexual assault,13.67948631243258,of_sexual_assault
she doesn t,13.669908741584615,she_doesn_t
has no time,13.636737869230444,has_no_time
s golden globes,13.636011611319955,s_golden_globes
you shouldn t,13.61796215894912,you_shouldn_t
can t miss,13.606389568288266,can_t_miss
bill cosby s,13.579873516521461,bill_cosby_s
things we re,13.574575251935876,things_we_re
the wolf movie,13.551756727441974,the_wolf_movie
taylor swift s,13.549842092859356,taylor_swift_s
pay tribute to,13.535380830827409,pay_tribute_to
obsessed with this,13.533239568272007,obsessed_with_this
7 year old,13.530129689665275,7_year_old
he doesn t,13.520996273558742,he_doesn_t
that ll make,13.518725230103671,that_ll_make
won t be,13.518150692030131,won_t_be
you should never,13.515667482459351,you_should_never
than you think,13.514535408437938,than_you_think
taylor swift and,13.505606511814785,taylor_swift_and
i don t,13.49969812346542,i_don_t
at box office,13.49896548877415,at_box_office
first look at,13.494081467312697,first_look_at
you ll want,13.485482655778814,you_ll_want
the box office,13.46484275248735,the_box_office
says she was,13.453360952906644,says_she_was
more than just,13.439674234994438,more_than_just
t know about,13.421703812159569,t_know_about
years in prison,13.393708137331007,years_in_prison
can t stop,13.382006154476356,can_t_stop
your way through,13.37606743882534,your_way_through
she didn t,13.369561177282762,she_didn_t
reasons to visit,13.360772458984535,reasons_to_visit
shot and killed,13.353206933530128,shot_and_killed
why we need,13.348433975270266,why_we_need
kourtney kardashian s,13.326822628263269,kourtney_kardashian_s
new york film,13.32434353438807,new_york_film
kylie jenner and,13.318692972228742,kylie_jenner_and
the national anthem,13.285736244618793,the_national_anthem
to avoid them,13.27170214897938,to_avoid_them
don t need,13.261518086778734,don_t_need
the walking dead,13.255912936947455,the_walking_dead
new star wars,13.236577637776696,new_star_wars
recipe you ll,13.229242463958693,recipe_you_ll
world s largest,13.220577821682653,world_s_largest
5 year old,13.218908100619315,5_year_old
kendall jenner s,13.177372900117225,kendall_jenner_s
get ready for,13.176823300726225,get_ready_for
a love letter,13.152853728791976,a_love_letter
caught on video,13.140172248346325,caught_on_video
taste test the,13.12956877508108,taste_test_the
isn t just,13.08764876124328,isn_t_just
to save money,13.079209165817675,to_save_money
women s march,13.065359957023206,women_s_march
make you feel,13.051607012298264,make_you_feel
patrick s day,13.048105434733847,patrick_s_day
10 reasons why,13.04484250441566,10_reasons_why
10 year old,13.037049577903158,10_year_old
cooking off the,12.99484483612407,cooking_off_the
need to know,12.99429650236469,need_to_know
says he was,12.982520389993415,says_he_was
all star game,12.960364202874484,all_star_game
trump s inauguration,12.954989194470473,trump_s_inauguration
when you re,12.947357030031927,when_you_re
around the world,12.94502618440116,around_the_world
will give you,12.943522131566963,will_give_you
like a boss,12.93874439193661,like_a_boss
james corden s,12.935242659690942,james_corden_s
he won t,12.93431661924361,he_won_t
make your own,12.9338495212525,make_your_own
reasons you should,12.92138851435188,reasons_you_should
an interview with,12.919379654213989,an_interview_with
the bachelorette season,12.916376319734594,the_bachelorette_season
they don t,12.915669708267925,they_don_t
like a local,12.914496845689941,like_a_local
the super bowl,12.912090376536883,the_super_bowl
we re all,12.905965556306242,we_re_all
and kanye west,12.883180199653633,and_kanye_west
may not be,12.87356612818511,may_not_be
the tonight show,12.867119258796409,the_tonight_show
you ll see,12.849766149902791,you_ll_see
won t make,12.849698675745776,won_t_make
where to find,12.826237687135885,where_to_find
is better than,12.818695913704946,is_better_than
love letter to,12.809545327682152,love_letter_to
on live tv,12.803341089133642,on_live_tv
the most outrageous,12.784181707369726,the_most_outrageous
ways to save,12.780421012243721,ways_to_save
s most expensive,12.777484037272837,s_most_expensive
proud to be,12.760830465819168,proud_to_be
have in common,12.760408906816476,have_in_common
you should know,12.748651315063512,you_should_know
khloe kardashian s,12.741860127542115,khloe_kardashian_s
wanted to know,12.731262096530898,wanted_to_know
don t have,12.722765101453849,don_t_have
is what happens,12.700499268376337,is_what_happens
why you should,12.69895581620975,why_you_should
first teaser for,12.691312593498928,first_teaser_for
kim kardashian is,12.676073565250485,kim_kardashian_is
look back at,12.672925006186832,look_back_at
people s choice,12.656468636311471,people_s_choice
things you should,12.647061118661599,things_you_should
will make you,12.642245050304078,will_make_you
nothing to do,12.641900649447265,nothing_to_do
your first look,12.629535910226569,your_first_look
should know about,12.616473104042866,should_know_about
accused of sexual,12.614792972062931,accused_of_sexual
man charged with,12.605901828316306,man_charged_with
to get away,12.583724005657412,to_get_away
the mtv movie,12.560801867044985,the_mtv_movie
ways to use,12.553685636248323,ways_to_use
man accused of,12.539427709728287,man_accused_of
as good as,12.520985533490993,as_good_as
kim kardashian and,12.508784684872134,kim_kardashian_and
mother s day,12.489396852317851,mother_s_day
one thing you,12.474456958687409,one_thing_you
the music industry,12.473734359061153,the_music_industry
from women this,12.470346526354206,from_women_this
we don t,12.465236216767938,we_don_t
ways to cook,12.458492917356365,ways_to_cook
a road trip,12.442726583507447,a_road_trip
a sides with,12.437239515345164,a_sides_with
weighs in on,12.426925763471493,weighs_in_on
week in apple,12.399981101109686,week_in_apple
coming to netflix,12.399686787198075,coming_to_netflix
re going to,12.395422878108267,re_going_to
u s cities,12.380441709709025,u_s_cities
we can t,12.377773375517595,we_can_t
u s open,12.362475163179575,u_s_open
of thrones season,12.332684696722136,of_thrones_season
is making us,12.315772920641784,is_making_us
taylor swift is,12.307898575413887,taylor_swift_is
into the woods,12.303035171906195,into_the_woods
father s day,12.302851167964228,father_s_day
you can actually,12.292522360827009,you_can_actually
scared it s,12.291999961435266,scared_it_s
it doesn t,12.283906905158773,it_doesn_t
you don t,12.26945235438615,you_don_t
the most popular,12.26359843478587,the_most_popular
kim kardashian s,12.256433300371869,kim_kardashian_s
where to stay,12.213654863611506,where_to_stay
t tell you,12.204966113302104,t_tell_you
q a with,12.18931200190159,q_a_with
restaurants in america,12.186323274775866,restaurants_in_america
make you want,12.161210620423152,make_you_want
things you need,12.150966206476236,things_you_need
the bachelor season,12.147701865841055,the_bachelor_season
where you can,12.142081471152249,where_you_can
what to expect,12.120939148654964,what_to_expect
don t be,12.12021200079583,don_t_be
movie review of,12.115622292843375,movie_review_of
as you d,12.113822408743966,as_you_d
like this before,12.103742092461117,like_this_before
easy ways to,12.090468407879538,easy_ways_to
in solidarity with,12.086114650093625,in_solidarity_with
you won t,12.061118038653872,you_won_t
that will make,12.054470719686035,that_will_make
like a pro,12.050558395265961,like_a_pro
why donald trump,12.0421167540446,why_donald_trump
look like this,12.037912356197175,look_like_this
what your favorite,12.033881249607198,what_your_favorite
t look like,12.01215297848468,t_look_like
u s soccer,11.989768758829381,u_s_soccer
ways to avoid,11.96372822560678,ways_to_avoid
what s leaving,11.958930908610366,what_s_leaving
you re not,11.957774598100702,you_re_not
that won t,11.916287203884561,that_won_t
don t get,11.915296001481506,don_t_get
that make us,11.909294324969732,that_make_us
can t get,11.898222488122563,can_t_get
that don t,11.886632243229368,that_don_t
7 tips for,11.88660481118857,7_tips_for
there is no,11.867470096995618,there_is_no
it s ok,11.86121972561067,it_s_ok
black and white,11.844672379807141,black_and_white
need to talk,11.84466994466337,need_to_talk
u s olympic,11.814588031935575,u_s_olympic
recipes you ll,11.811698109069274,recipes_you_ll
ll make you,11.807945974208168,ll_make_you
steps out in,11.794395116677872,steps_out_in
10 things you,11.787042119445546,10_things_you
the white house,11.782383858902545,the_white_house
trailer is here,11.764966614840892,trailer_is_here
where to go,11.734882412209597,where_to_go
women s rights,11.733556318966178,women_s_rights
ways to eat,11.725631721522888,ways_to_eat
easy way to,11.70562978450116,easy_way_to
i m a,11.695303116527874,i_m_a
donald trump s,11.689245501378693,donald_trump_s
5 things you,11.6767198906684,5_things_you
how to avoid,11.673210283738134,how_to_avoid
on the looney,11.672063502039697,on_the_looney
donald trump is,11.670764653865414,donald_trump_is
places to go,11.669189871019595,places_to_go
of thrones star,11.657119647220078,of_thrones_star
fall in love,11.652478454331886,fall_in_love
the most important,11.65091517650626,the_most_important
how to survive,11.650126670625093,how_to_survive
the top 9,11.639626630738126,the_top_9
first trailer for,11.63603015799774,first_trailer_for
things to do,11.597792297157376,things_to_do
five ways to,11.595996441106289,five_ways_to
new music video,11.593315496413565,new_music_video
ll want to,11.589792834650073,ll_want_to
do you know,11.583285682799636,do_you_know
here s what,11.581337582029533,here_s_what
will help you,11.579744876945815,will_help_you
international women s,11.574478699760856,international_women_s
what you think,11.562911002340796,what_you_think
s super bowl,11.554774574941616,s_super_bowl
recipes that make,11.551181860755714,recipes_that_make
of taylor swift,11.539990712678213,of_taylor_swift
to tripadvisor photos,11.537383216793547,to_tripadvisor_photos
a conversation with,11.508653848637335,a_conversation_with
found dead in,11.50794411079092,found_dead_in
you can now,11.477278167195115,you_can_now
about donald trump,11.468475909280727,about_donald_trump
how to cook,11.453729457821588,how_to_cook
women s soccer,11.45229458480711,women_s_soccer
in star wars,11.449475379164278,in_star_wars
what happened to,11.441561046041699,what_happened_to
8 ways to,11.402224697709613,8_ways_to
change how you,11.39937292365068,change_how_you
in new orleans,11.398510895936935,in_new_orleans
recipes you need,11.398014617436402,recipes_you_need
do when you,11.374407047012744,do_when_you
best and worst,11.354416907348051,best_and_worst
s most famous,11.336451329461045,s_most_famous
on earth photos,11.322498728185264,on_earth_photos
s day gift,11.311932748002214,s_day_gift
a whole new,11.293785513958115,a_whole_new
and society for,11.286475060461932,and_society_for
6 ways to,11.277208053749499,6_ways_to
a bunch of,11.274239467429993,a_bunch_of
7 ways to,11.271399159442947,7_ways_to
the weekend box,11.240431163514252,the_weekend_box
a look back,11.238520610615629,a_look_back
in new york,11.238402752854832,in_new_york
world s greatest,11.237065944471224,world_s_greatest
photo of baby,11.218411992354527,photo_of_baby
will make your,11.193297539582332,will_make_your
europe s most,11.18772055028786,europe_s_most
the daily show,11.185247300694591,the_daily_show
to know before,11.184041689801292,to_know_before
it comes to,11.17520245661534,it_comes_to
confessions of a,11.172568049535093,confessions_of_a
at donald trump,11.155883245794469,at_donald_trump
for first time,11.14415212549016,for_first_time
here are all,11.143896748025071,here_are_all
to taylor swift,11.136423194329591,to_taylor_swift
to make friends,11.119646411076626,to_make_friends
york city s,11.117686303629084,york_city_s
need to see,11.116793324358921,need_to_see
need to stop,11.107181729574627,need_to_stop
reasons why you,11.106360738441609,reasons_why_you
in real life,11.092615509229308,in_real_life
our girl in,11.072898894258321,our_girl_in
you need to,11.054944448796439,you_need_to
and i m,11.053618446103576,and_i_m
the most beautiful,11.05060471145167,the_most_beautiful
let s get,11.048475166934972,let_s_get
travel tips for,11.047226357740794,travel_tips_for
it means to,11.005828417578378,it_means_to
best places to,11.004187653182898,best_places_to
of all time,10.997033293829247,of_all_time
how to spend,10.98716165790266,how_to_spend
how to make,10.977291413878596,how_to_make
in order photos,10.976206807513924,in_order_photos
of my 2014,10.967076845882248,of_my_2014
4 ways to,10.96040786731517,4_ways_to
going to be,10.96013927404258,going_to_be
no time for,10.956919894526695,no_time_for
there s no,10.951872337454596,there_s_no
what you need,10.945658963663142,what_you_need
how to cocktail,10.931776754626233,how_to_cocktail
the truth about,10.929475114830844,the_truth_about
star wars the,10.913646526979024,star_wars_the
to talk about,10.869040496447044,to_talk_about
world s most,10.863884308634617,world_s_most
a lot of,10.853642442809246,a_lot_of
here s why,10.845180247767805,here_s_why
you can t,10.842503046864145,you_can_t
recipes that will,10.835830433210688,recipes_that_will
back to school,10.834143694492848,back_to_school
watch the top,10.812737562899287,watch_the_top
from new york,10.792962073871756,from_new_york
is a total,10.790608563169704,is_a_total
ways to get,10.784525410576453,ways_to_get
and the beast,10.759618106848421,and_the_beast
dancing with the,10.749117603303523,dancing_with_the
america s best,10.741573529606654,america_s_best
you should be,10.734671968679027,you_should_be
5 ways to,10.697143164563194,5_ways_to
the importance of,10.693973489380577,the_importance_of
in wake of,10.689233960203131,in_wake_of
best response to,10.667283350722748,best_response_to
looks like a,10.66151610452006,looks_like_a
on your next,10.651482849143754,on_your_next
to know about,10.646496204481387,to_know_about
how to save,10.623654459263907,how_to_save
things you can,10.620382785924072,things_you_can
ways to make,10.602228394817807,ways_to_make
through the years,10.572753153747914,through_the_years
just got a,10.560488779808649,just_got_a
on a budget,10.557588234484996,on_a_budget
the one thing,10.549937528781443,the_one_thing
5 tips for,10.549388013609668,5_tips_for
all of us,10.547577353240506,all_of_us
we need to,10.542572088172987,we_need_to
what you re,10.541215931241476,what_you_re
10 ways to,10.538004718347116,10_ways_to
at new york,10.519835321593156,at_new_york
first photo of,10.511878294402289,first_photo_of
guardians of the,10.491217095470887,guardians_of_the
now you can,10.477278167195118,now_you_can
how to plan,10.468376233785989,how_to_plan
s world cup,10.460840919857793,s_world_cup
you can do,10.456869207204717,you_can_do
says she s,10.454819940094083,says_she_s
can t be,10.447786658824338,can_t_be
the world cup,10.447730108874506,the_world_cup
t want you,10.434351101101454,t_want_you
recipes that are,10.434002348104775,recipes_that_are
with donald trump,10.41978282402037,with_donald_trump
i can t,10.412235282215082,i_can_t
for donald trump,10.40820269903224,for_donald_trump
5 reasons to,10.396394383064996,5_reasons_to
the first time,10.386752063947256,the_first_time
how to get,10.382646359760107,how_to_get
you can make,10.369690221349467,you_can_make
this is us,10.369051304284476,this_is_us
the best dressed,10.350594535626536,the_best_dressed
more than a,10.349792291230552,more_than_a
for people who,10.338473608616727,for_people_who
for the holidays,10.334087953311766,for_the_holidays
on this week,10.325020721538985,on_this_week
this is what,10.31757508679339,this_is_what
more the week,10.31595277308088,more_the_week
america s most,10.30323228565927,america_s_most
here s how,10.295864444831935,here_s_how
on the rise,10.282287668610714,on_the_rise
s new album,10.276072585921199,s_new_album
here s where,10.229442682323883,here_s_where
donald trump in,10.223936184246732,donald_trump_in
and we re,10.22054072376278,and_we_re
i love you,10.214909007179074,i_love_you
what to do,10.211912808702458,what_to_do
isn t a,10.203085725456905,isn_t_a
orange is the,10.183021979120767,orange_is_the
in the dolomites,10.172541515026346,in_the_dolomites
lord of the,10.164052352217377,lord_of_the
the most adorable,10.15341551703544,the_most_adorable
best hotels for,10.1520871813526,best_hotels_for
t want to,10.14807682441841,t_want_to
for your next,10.144514573668877,for_your_next
to do when,10.126200811163226,to_do_when
want to be,10.125776917081794,want_to_be
a lesson in,10.112109858626573,a_lesson_in
this week in,10.106538928413727,this_week_in
a tale of,10.091648054151523,a_tale_of
the best response,10.084079561057788,the_best_response
wants to be,10.082758560706539,wants_to_be
of the galaxy,10.076179596192047,of_the_galaxy
the rest of,10.076179596192047,the_rest_of
the evolution of,10.067190812964784,the_evolution_of
10 reasons to,10.066144020456175,10_reasons_to
what you should,10.063242252594774,what_you_should
new on netflix,10.047020504023898,new_on_netflix
at the vmas,10.03555394509117,at_the_vmas
at the grammys,10.029343453189364,at_the_grammys
says he s,10.020505253205966,says_he_s
might be the,10.016345769121152,might_be_the
donald trump for,9.993165199753397,donald_trump_for
look like a,9.991952985769931,look_like_a
u s women,9.983359338761515,u_s_women
what do you,9.968265948222301,what_do_you
in honor of,9.962915610236422,in_honor_of
how to eat,9.949686952483994,how_to_eat
new year s,9.944625055398092,new_year_s
back in time,9.90040337333852,back_in_time
stuns in a,9.885601328817888,stuns_in_a
will have you,9.877123663871599,will_have_you
best hotels in,9.875063525647251,best_hotels_in
at the oscars,9.871134049613724,at_the_oscars
women s history,9.8609639649806,women_s_history
to keep your,9.823146809152911,to_keep_your
best part of,9.817647300649394,best_part_of
how to keep,9.816299537206293,how_to_keep
t know you,9.813641296981146,t_know_you
wants you to,9.807623550438676,wants_you_to
in defense of,9.788886210461376,in_defense_of
the star wars,9.776143003229087,the_star_wars
at the emmys,9.774671210112427,at_the_emmys
in the works,9.757504015747507,in_the_works
donald trump and,9.745676675903695,donald_trump_and
s best beauty,9.745317873885712,s_best_beauty
how to stay,9.732588830817061,how_to_stay
the first trailer,9.727150762333345,the_first_trailer
the handmaid s,9.720312992350275,the_handmaid_s
things to know,9.717016544802968,things_to_know
is coming to,9.707809082560411,is_coming_to
could be a,9.688119046965555,could_be_a
how to find,9.682206641619011,how_to_find
at the box,9.650935841690185,at_the_box
how to use,9.648457850264467,how_to_use
moments from the,9.635839856044164,moments_from_the
new this week,9.630606781192355,new_this_week
recipe of the,9.598911292408964,recipe_of_the
these are the,9.58515172846073,these_are_the
on a plane,9.584637274358354,on_a_plane
a look at,9.576351567591118,a_look_at
of the wolf,9.574985453163476,of_the_wolf
this week s,9.571848245545688,this_week_s
the world series,9.555525810249463,the_world_series
are going to,9.553019368361015,are_going_to
test the best,9.528381654841825,test_the_best
how do you,9.522328138831456,how_do_you
says about you,9.51525171610053,says_about_you
is just as,9.510878465593104,is_just_as
s new single,9.46085554609062,s_new_single
the problem with,9.451488534440934,the_problem_with
in a bikini,9.446977009221436,in_a_bikini
how you can,9.438623017021355,how_you_can
in prison for,9.433184235118867,in_prison_for
to help you,9.430544593678933,to_help_you
it s not,9.429900466166627,it_s_not
s new song,9.429491375181287,s_new_song
videos of the,9.41511411638509,videos_of_the
best way to,9.413573484685159,best_way_to
new york s,9.401961857037056,new_york_s
isn t the,9.391622207604364,isn_t_the
the best places,9.379163687823317,the_best_places
it s time,9.377107708926005,it_s_time
and it was,9.340988152774699,and_it_was
is full of,9.336254433273098,is_full_of
had the best,9.317763143159171,had_the_best
it s like,9.314698696134867,it_s_like
for valentine s,9.308753911267793,for_valentine_s
world s best,9.297462606556039,world_s_best
with this week,9.2472440139949,with_this_week
is ready to,9.237730219723607,is_ready_to
year old s,9.227801177503778,year_old_s
time s up,9.215594883844695,time_s_up
get out of,9.209660670248851,get_out_of
or not to,9.183427051523758,or_not_to
10 things to,9.178839747875145,10_things_to
it s really,9.174610623071542,it_s_really
first time in,9.169018811435613,first_time_in
it takes to,9.130275788502873,it_takes_to
with the stars,9.129730679100746,with_the_stars
is going to,9.12612171387211,is_going_to
s guide to,9.124449767037305,s_guide_to
the best way,9.103388189426617,the_best_way
s ok to,9.10221839231341,s_ok_to
at the golden,9.095926563070655,at_the_golden
to deal with,9.077690704942627,to_deal_with
you want to,9.075708462448711,you_want_to
the top 10,9.073488004308624,the_top_10
from around the,9.060559908720348,from_around_the
to save on,9.047290560006283,to_save_on
she s not,9.042673164439492,she_s_not
the power of,9.03127123870984,the_power_of
the end of,9.023409120936877,the_end_of
week s best,9.005185000640823,week_s_best
and more photos,9.001335162591923,and_more_photos
the future of,9.000076617106252,the_future_of
the way we,8.97738092207365,the_way_we
s top 10,8.973969960181007,s_top_10
on netflix in,8.970411628216496,on_netflix_in
over the top,8.962139269105037,over_the_top
know about the,8.935536867618055,know_about_the
like to be,8.930818700372363,like_to_be
recipes to make,8.921043877837837,recipes_to_make
the best thing,8.912224532517072,the_best_thing
of new york,8.906137070766126,of_new_york
he s not,8.903814361077544,he_s_not
in the caribbean,8.889607551754843,in_the_caribbean
is all about,8.889427826502349,is_all_about
this is how,8.871637277402558,this_is_how
new york and,8.865210024035932,new_york_and
this year s,8.818781596753382,this_year_s
the new york,8.793834880668683,the_new_york
but it s,8.783658742317016,but_it_s
5 things to,8.78103006953966,5_things_to
best ways to,8.772416899530597,best_ways_to
the joy of,8.770209075207651,the_joy_of
at the 2015,8.769894069850558,at_the_2015
what it s,8.747514178581923,what_it_s
here s your,8.74666190797263,here_s_your
donald trump to,8.741490175197741,donald_trump_to
in front of,8.710607610995703,in_front_of
here to make,8.708968451176531,here_to_make
the best part,8.705345110551946,the_best_part
a taste of,8.699330631372767,a_taste_of
know how to,8.693802715212072,know_how_to
there s a,8.687895712120094,there_s_a
to say about,8.687546106292594,to_say_about
this is why,8.680793915325504,this_is_why
the best road,8.654108010815406,the_best_road
make the most,8.623594570506754,make_the_most
could be the,8.596547609920286,could_be_the
to become a,8.595716517654237,to_become_a
this is my,8.586212661833905,this_is_my
tweets about the,8.583497455725508,tweets_about_the
to new york,8.58348954780108,to_new_york
hour of the,8.576865186381703,hour_of_the
what to watch,8.563918677738231,what_to_watch
in your life,8.56314557353923,in_your_life
at the end,8.558206544016983,at_the_end
in the middle,8.555870154577853,in_the_middle
the u s,8.54531954640445,the_u_s
look at the,8.535406203615814,look_at_the
the rise of,8.52877089818066,the_rise_of
women need to,8.526824803525784,women_need_to
things not to,8.518555477084853,things_not_to
here are the,8.503349840610213,here_are_the
is getting a,8.498808573109308,is_getting_a
want you to,8.490745961727555,want_you_to
you re a,8.481632293277002,you_re_a
the new black,8.475711193148854,the_new_black
the best hotels,8.464765555545853,the_best_hotels
on the road,8.45493507197179,on_the_road
looks from the,8.417416336910655,looks_from_the
of the day,8.40276943139365,of_the_day
to make your,8.39572558541824,to_make_your
u s photos,8.387312957551131,u_s_photos
a case for,8.355270062465642,a_case_for
it s just,8.354121673343066,it_s_just
